"","V1","V2","V3"
"1",-0.626453810742332,1.35867955152904,2.40161776050478
"2",0.183643324222082,-0.102787727342996,-0.0392400027331692
"3",-0.835628612410047,0.387671611559369,0.689739362450777
"4",1.59528080213779,-0.0538050405829051,0.0280021587806661
"5",0.329507771815361,-1.37705955682861,-0.743273208882405
"6",-0.820468384118015,-0.41499456329968,0.188792299514343
"7",0.487429052428485,-0.394289953710349,-1.80495862889104
"8",0.738324705129217,-0.0593133967111857,1.46555486156289
"9",0.575781351653492,1.10002537198388,0.153253338211898
"10",-0.305388387156356,0.763175748457544,2.17261167036215
"11",1.51178116845085,-0.164523596253587,0.475509528899663
"12",0.389843236411431,-0.253361680136508,-0.709946430921815
"13",-0.621240580541804,0.696963375404737,0.610726353489055
"14",-2.2146998871775,0.556663198673657,-0.934097631644252
"15",1.12493091814311,-0.68875569454952,-1.2536334002391
"16",-0.0449336090152309,-0.70749515696212,0.291446235517463
"17",-0.0161902630989461,0.36458196213683,-0.443291873218433
"18",0.943836210685299,0.768532924515416,0.00110535163162413
"19",0.821221195098089,-0.112346212150228,0.0743413241516641
"20",0.593901321217509,0.881107726454215,-0.589520946188072
"21",0.918977371608218,0.398105880367068,-0.568668732818502
"22",0.782136300731067,-0.612026393250771,-0.135178615123832
"23",0.0745649833651906,0.341119691424425,1.1780869965732
"24",-1.98935169586337,-1.12936309608079,-1.52356680042976
"25",0.61982574789471,1.43302370170104,0.593946187628422
"26",-0.0561287395290008,1.98039989850586,0.332950371213518
"27",-0.155795506705329,-0.367221476466509,1.06309983727636
"28",-1.47075238389927,-1.04413462631653,-0.304183923634301
"29",-0.47815005510862,0.569719627442413,0.370018809916288
"30",0.417941560199702,-0.135054603880824,0.267098790772231
